trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block,american,comments,language,age,trial
MC,4832,NA,3,23,ai,Muffins are sold at the bakery,8.221016666666667,MC,MC,muffins,0,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,19
C,9800,low_prior,3,24,ai,Josh is a 75-year old man,8.221016666666667,pretend,pretend,josh,0.5900000000000001,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,20
C,10272,low_prior,3,25,ai,Frank is allergic to cats,8.221016666666667,say,say,frank,0.16000000000000003,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,21
C,19024,low_prior,3,26,ai,Josie doesn't have a passport,8.221016666666667,establish,establish,josie,0.39,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,22
C,7360,high_prior,3,27,ai,Tony really likes to party with his friends,8.221016666666667,acknowledge,acknowledge,tony,0.47,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,23
MC,4048,NA,3,28,ai,Ballet is a type of dance,8.221016666666667,MC,MC,ballet,0,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,24
C,13121,high_prior,3,29,ai,Mia is a college student,8.221016666666667,demonstrate,demonstrate,mia,0.43000000000000005,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,25
MC,2616,NA,3,30,ai,Pizza is sold at the pizzeria,8.221016666666667,MC,MC,pizza,0,block1,Yes,"Enjoyed this HIT, Thanks!",english,54,26
C,10079,high_prior,3,32,projective,Isabella is from Argentina,8.221016666666667,discover,discover,isabella,0.71,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,27
C,6153,high_prior,3,33,projective,Mary is taking a prenatal yoga class,8.221016666666667,prove,prove,mary,0.41,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,28
C,8064,low_prior,3,34,projective,Jon lives 10 miles away from work,8.221016666666667,think,think,jon,0.12,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,29
MC,4120,NA,3,35,projective,Muffins are sold at the bakery,8.221016666666667,MC,MC,muffins,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,30
C,7568,high_prior,3,36,projective,Mia is a college student,8.221016666666667,demonstrate,demonstrate,mia,0.29,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,31
C,7472,low_prior,3,37,projective,Josie doesn't have a passport,8.221016666666667,establish,establish,josie,0.05,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,32
C,6624,low_prior,3,38,projective,Charley lives in Korea,8.221016666666667,confirm,confirm,charley,0.05,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,33
C,10248,low_prior,3,39,projective,Owen lives in New Orleans,8.221016666666667,reveal,reveal,owen,0.5,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,34
C,6232,low_prior,3,40,projective,Zoe is 5 years old,8.221016666666667,admit,admit,zoe,0.27,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,35
C,13104,high_prior,3,41,projective,Jayden's car is in the shop,8.221016666666667,know,know,jayden,0.5,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,36
MC,3432,NA,3,42,projective,Pizza is sold at the pizzeria,8.221016666666667,MC,MC,pizza,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,37
C,8216,low_prior,3,43,projective,Emily never has any money,8.221016666666667,be_annoyed,be_annoyed,emily,1,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,38
MC,3599,NA,3,44,projective,Garages are used to store cars and other things,8.221016666666667,MC,MC,garage,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,39
C,5679,high_prior,3,45,projective,Danny loves cake,8.221016666666667,hear,hear,danny,0.82,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,40
C,4728,low_prior,3,46,projective,Jackson is obese,8.221016666666667,see,see,jackson,0.79,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,41
C,14112,high_prior,3,47,projective,Emma is in law school,8.221016666666667,suggest,suggest,emma,0.11,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,42
C,7105,high_prior,3,48,projective,Julian is Cuban,8.221016666666667,inform,inform,julian,0.62,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,43
C,10240,high_prior,3,49,projective,Grace loves her sister,8.221016666666667,be_right,be_right,grace,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,44
MC,4376,NA,3,50,projective,Hats are worn on the head,8.221016666666667,MC,MC,hat,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,45
C,10512,low_prior,3,51,projective,Frank is allergic to cats,8.221016666666667,say,say,frank,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,46
C,6833,low_prior,3,52,projective,Sophia is a high end fashion model,8.221016666666667,announce,announce,sophia,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,47
C,9912,high_prior,3,53,projective,Tony really likes to party with his friends,8.221016666666667,acknowledge,acknowledge,tony,0.55,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,48
MC,4304,NA,3,54,projective,Ballet is a type of dance,8.221016666666667,MC,MC,ballet,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,49
C,7472,high_prior,3,55,projective,Olivia works the third shift,8.221016666666667,confess,confess,olivia,0.47,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,50
MC,4417,NA,3,56,projective,Many children like ice cream,8.221016666666667,MC,MC,kids,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,51
C,11016,low_prior,3,57,projective,Josh is a 75-year old man,8.221016666666667,pretend,pretend,josh,0,block2,Yes,"Enjoyed this HIT, Thanks!",english,54,52
C,31220,low_prior,4,5,ai,Frank is allergic to cats,14.68005,know,know,frank,1,block1,Yes,NA,English,30,1
C,15284,low_prior,4,6,ai,Tony has been sober for 20 years,14.68005,confirm,confirm,tony,0.21999999999999997,block1,Yes,NA,English,30,2
C,20931,high_prior,4,7,ai,Josie loves France,14.68005,demonstrate,demonstrate,josie,0.74,block1,Yes,NA,English,30,3
C,48286,high_prior,4,8,ai,Olivia works the third shift,14.68005,see,see,olivia,1,block1,Yes,NA,English,30,4
C,16892,low_prior,4,9,ai,Mia is a nun,14.68005,reveal,reveal,mia,0.8200000000000001,block1,Yes,NA,English,30,5
C,27212,low_prior,4,10,ai,Jon lives 10 miles away from work,14.68005,hear,hear,jon,0.71,block1,Yes,NA,English,30,6
MC,18507,NA,4,11,ai,Garages are used to store cars and other things,14.68005,MC,MC,garage,0,block1,Yes,NA,English,30,7
C,15508,low_prior,4,12,ai,Sophia is a high end fashion model,14.68005,establish,establish,sophia,0.26,block1,Yes,NA,English,30,8
C,18286,high_prior,4,13,ai,Emily has been saving for a year,14.68005,be_annoyed,be_annoyed,emily,1,block1,Yes,NA,English,30,9
C,17208,low_prior,4,14,ai,Jayden doesn't have a driver's license,14.68005,discover,discover,jayden,0.91,block1,Yes,NA,English,30,10
C,19055,high_prior,4,15,ai,Danny loves cake,14.68005,say,say,danny,0.06000000000000005,block1,Yes,NA,English,30,11
MC,37718,NA,4,16,ai,Hats are worn on the head,14.68005,MC,MC,hat,0,block1,Yes,NA,English,30,12
C,10965,low_prior,4,17,ai,Emma is in first grade,14.68005,pretend,pretend,emma,0.5800000000000001,block1,Yes,NA,English,30,13
C,19813,low_prior,4,18,ai,Julian is German,14.68005,think,think,julian,0.88,block1,Yes,NA,English,30,14
MC,11388,NA,4,19,ai,Many children like ice cream,14.68005,MC,MC,kids,0,block1,Yes,NA,English,30,15
MC,8437,NA,4,20,ai,Ballet is a type of dance,14.68005,MC,MC,ballet,0,block1,Yes,NA,English,30,16
C,19981,high_prior,4,21,ai,Grace loves her sister,14.68005,suggest,suggest,grace,0.050000000000000044,block1,Yes,NA,English,30,17
C,12391,high_prior,4,22,ai,Jackson is training for a marathon,14.68005,acknowledge,acknowledge,jackson,1,block1,Yes,NA,English,30,18
C,17864,low_prior,4,23,ai,Isabella is a vegetarian,14.68005,admit,admit,isabella,0.95,block1,Yes,NA,English,30,19
C,25729,high_prior,4,24,ai,Zoe is a math major,14.68005,be_right,be_right,zoe,0,block1,Yes,NA,English,30,20
C,14608,high_prior,4,25,ai,Charley lives in Mexico,14.68005,announce,announce,charley,0.96,block1,Yes,NA,English,30,21
C,17473,low_prior,4,26,ai,Mary is a middle school student,14.68005,inform,inform,mary,0.7,block1,Yes,NA,English,30,22
C,23671,high_prior,4,27,ai,Owen lives in Chicago,14.68005,confess,confess,owen,0.89,block1,Yes,NA,English,30,23
MC,11512,NA,4,28,ai,Pizza is sold at the pizzeria,14.68005,MC,MC,pizza,0,block1,Yes,NA,English,30,24
MC,5731,NA,4,29,ai,Muffins are sold at the bakery,14.68005,MC,MC,muffins,0,block1,Yes,NA,English,30,25
C,15965,high_prior,4,30,ai,Josh is a 5-year old boy,14.68005,prove,prove,josh,0.33999999999999997,block1,Yes,NA,English,30,26
C,59386,low_prior,4,32,projective,Emma is in first grade,14.68005,pretend,pretend,emma,0,block2,Yes,NA,English,30,27
C,13612,low_prior,4,33,projective,Sophia is a high end fashion model,14.68005,establish,establish,sophia,0.06,block2,Yes,NA,English,30,28
MC,6657,NA,4,34,projective,Many children like ice cream,14.68005,MC,MC,kids,0,block2,Yes,NA,English,30,29
C,11135,high_prior,4,35,projective,Grace loves her sister,14.68005,suggest,suggest,grace,0,block2,Yes,NA,English,30,30
MC,8259,NA,4,36,projective,Ballet is a type of dance,14.68005,MC,MC,ballet,0,block2,Yes,NA,English,30,31
MC,6072,NA,4,37,projective,Hats are worn on the head,14.68005,MC,MC,hat,0,block2,Yes,NA,English,30,32
C,15661,low_prior,4,38,projective,Frank is allergic to cats,14.68005,know,know,frank,0.95,block2,Yes,NA,English,30,33
C,10876,high_prior,4,39,projective,Jackson is training for a marathon,14.68005,acknowledge,acknowledge,jackson,0.93,block2,Yes,NA,English,30,34
C,13622,low_prior,4,40,projective,Jayden doesn't have a driver's license,14.68005,discover,discover,jayden,0.74,block2,Yes,NA,English,30,35
C,7680,high_prior,4,41,projective,Emily has been saving for a year,14.68005,be_annoyed,be_annoyed,emily,0.92,block2,Yes,NA,English,30,36
MC,4783,NA,4,42,projective,Muffins are sold at the bakery,14.68005,MC,MC,muffins,0,block2,Yes,NA,English,30,37
C,7186,low_prior,4,43,projective,Isabella is a vegetarian,14.68005,admit,admit,isabella,0.73,block2,Yes,NA,English,30,38
C,11055,high_prior,4,44,projective,Danny loves cake,14.68005,say,say,danny,0,block2,Yes,NA,English,30,39
C,11497,low_prior,4,45,projective,Mary is a middle school student,14.68005,inform,inform,mary,0.95,block2,Yes,NA,English,30,40
C,8398,high_prior,4,46,projective,Josh is a 5-year old boy,14.68005,prove,prove,josh,0.04,block2,Yes,NA,English,30,41
C,9410,high_prior,4,47,projective,Olivia works the third shift,14.68005,see,see,olivia,1,block2,Yes,NA,English,30,42
C,21959,low_prior,4,48,projective,Jon lives 10 miles away from work,14.68005,hear,hear,jon,0.7,block2,Yes,NA,English,30,43
C,7863,high_prior,4,49,projective,Zoe is a math major,14.68005,be_right,be_right,zoe,0,block2,Yes,NA,English,30,44
C,8119,high_prior,4,50,projective,Charley lives in Mexico,14.68005,announce,announce,charley,0.91,block2,Yes,NA,English,30,45
C,6044,low_prior,4,51,projective,Mia is a nun,14.68005,reveal,reveal,mia,0.88,block2,Yes,NA,English,30,46
C,6359,low_prior,4,52,projective,Julian is German,14.68005,think,think,julian,0,block2,Yes,NA,English,30,47
C,16390,high_prior,4,53,projective,Josie loves France,14.68005,demonstrate,demonstrate,josie,0.04,block2,Yes,NA,English,30,48
MC,5252,NA,4,54,projective,Garages are used to store cars and other things,14.68005,MC,MC,garage,0,block2,Yes,NA,English,30,49
C,13610,low_prior,4,55,projective,Tony has been sober for 20 years,14.68005,confirm,confirm,tony,0,block2,Yes,NA,English,30,50
MC,4079,NA,4,56,projective,Pizza is sold at the pizzeria,14.68005,MC,MC,pizza,0,block2,Yes,NA,English,30,51
C,12034,high_prior,4,57,projective,Owen lives in Chicago,14.68005,confess,confess,owen,0.07,block2,Yes,NA,English,30,52
MC,30295,NA,5,5,projective,Garages are used to store cars and other things,18.51355,MC,MC,garage,0.01,block1,Yes,Great survey,English,59,1
C,47201,low_prior,5,6,projective,Josie doesn't have a passport,18.51355,establish,establish,josie,0.02,block1,Yes,Great survey,English,59,2
C,39628,high_prior,5,7,projective,Mary is taking a prenatal yoga class,18.51355,inform,inform,mary,0.6,block1,Yes,Great survey,English,59,3
C,24863,low_prior,5,8,projective,Zoe is 5 years old,18.51355,confess,confess,zoe,0.14,block1,Yes,Great survey,English,59,4
MC,9593,NA,5,9,projective,Ballet is a type of dance,18.51355,MC,MC,ballet,0,block1,Yes,Great survey,English,59,5
C,15815,low_prior,5,10,projective,Isabella is a vegetarian,18.51355,demonstrate,demonstrate,isabella,0.08,block1,Yes,Great survey,English,59,6
C,14074,low_prior,5,11,projective,Jon lives 10 miles away from work,18.51355,hear,hear,jon,0.1,block1,Yes,Great survey,English,59,7
C,15347,high_prior,5,12,projective,Jackson is training for a marathon,18.51355,think,think,jackson,0.09,block1,Yes,Great survey,English,59,8
MC,12597,NA,5,13,projective,Muffins are sold at the bakery,18.51355,MC,MC,muffins,0.01,block1,Yes,Great survey,English,59,9
C,22230,low_prior,5,14,projective,Danny is a diabetic,18.51355,be_annoyed,be_annoyed,danny,0.78,block1,Yes,Great survey,English,59,10
C,23744,low_prior,5,15,projective,Emily never has any money,18.51355,acknowledge,acknowledge,emily,0.06,block1,Yes,Great survey,English,59,11
C,16699,high_prior,5,16,projective,Julian is Cuban,18.51355,say,say,julian,0.08,block1,Yes,Great survey,English,59,12
C,34258,low_prior,5,17,projective,Owen lives in New Orleans,18.51355,see,see,owen,0.01,block1,Yes,Great survey,English,59,13
MC,155175,NA,5,18,projective,Hats are worn on the head,18.51355,MC,MC,hat,0.04,block1,Yes,Great survey,English,59,14
C,13672,low_prior,5,19,projective,Charley lives in Korea,18.51355,announce,announce,charley,0,block1,Yes,Great survey,English,59,15
C,11765,high_prior,5,20,projective,Josh is a 5-year old boy,18.51355,pretend,pretend,josh,0.01,block1,Yes,Great survey,English,59,16
C,11693,low_prior,5,21,projective,Frank is allergic to cats,18.51355,reveal,reveal,frank,0.01,block1,Yes,Great survey,English,59,17
MC,17121,NA,5,22,projective,Many children like ice cream,18.51355,MC,MC,kids,0.01,block1,Yes,Great survey,English,59,18
C,12277,low_prior,5,23,projective,Mia is a nun,18.51355,be_right,be_right,mia,0.02,block1,Yes,Great survey,English,59,19
C,11223,high_prior,5,24,projective,Grace loves her sister,18.51355,discover,discover,grace,0.05,block1,Yes,Great survey,English,59,20
C,11668,high_prior,5,25,projective,Jayden's car is in the shop,18.51355,suggest,suggest,jayden,0.06,block1,Yes,Great survey,English,59,21
C,8627,high_prior,5,26,projective,Sophia is a hipster,18.51355,prove,prove,sophia,0.01,block1,Yes,Great survey,English,59,22
C,10455,high_prior,5,27,projective,Olivia works the third shift,18.51355,know,know,olivia,0.01,block1,Yes,Great survey,English,59,23
C,12218,high_prior,5,28,projective,Tony really likes to party with his friends,18.51355,admit,admit,tony,0.09,block1,Yes,Great survey,English,59,24
MC,12134,NA,5,29,projective,Pizza is sold at the pizzeria,18.51355,MC,MC,pizza,0,block1,Yes,Great survey,English,59,25
C,7890,high_prior,5,30,projective,Emma is in law school,18.51355,confirm,confirm,emma,0,block1,Yes,Great survey,English,59,26
MC,25777,NA,5,32,ai,Many children like ice cream,18.51355,MC,MC,kids,0.020000000000000018,block2,Yes,Great survey,English,59,27
C,51064,high_prior,5,33,ai,Grace loves her sister,18.51355,discover,discover,grace,0.83,block2,Yes,Great survey,English,59,28
